pair_id,pair_type,side,Arms_set,deg_set,beta_deg,id_A,iq_A,is_rated,point_role
290,mirror,regen,116.3687,240.2551,119.7449,-175.0,-100.0,False,dense_cartesian
291,mirror,motoring,104.0833,-56.3099,56.3099,-150.0,100.0,False,dense_cartesian
291,mirror,regen,104.0833,236.3099,123.6901,-150.0,-100.0,False,dense_cartesian
292,mirror,motoring,92.4211,-51.3402,51.3402,-125.0,100.0,False,dense_cartesian
292,mirror,regen,92.4211,231.3402,128.6598,-125.0,-100.0,False,dense_cartesian
293,mirror,motoring,81.6497,-45.0,45.0,-100.0,100.0,False,dense_cartesian
293,mirror,regen,81.6497,225.0,135.0,-100.0,-100.0,False,dense_cartesian
294,mirror,motoring,72.1688,-36.8699,36.8699,-75.0,100.0,False,dense_cartesian
294,mirror,regen,72.1688,216.8699,143.1301,-75.0,-100.0,False,dense_cartesian
295,mirror,motoring,64.5497,-26.5651,26.5651,-50.0,100.0,False,dense_cartesian
295,mirror,regen,64.5497,206.5651,153.4349,-50.0,-100.0,False,dense_cartesian
296,mirror,motoring,59.5119,-14.0362,14.0362,-25.0,100.0,False,dense_cartesian
296,mirror,regen,59.5119,194.0362,165.9638,-25.0,-100.0,False,dense_cartesian
297,mirror,motoring,57.735,0.0,0.0,0.0,100.0,False,dense_cartesian
297,mirror,regen,57.735,180.0,180.0,0.0,-100.0,False,dense_cartesian
298,mirror,motoring,59.5119,14.0362,-14.0362,25.0,100.0,False,dense_cartesian
298,mirror,regen,59.5119,165.9638,194.0362,25.0,-100.0,False,dense_cartesian
299,mirror,motoring,64.5497,26.5651,-26.5651,50.0,100.0,False,dense_cartesian
299,mirror,regen,64.5497,153.4349,206.5651,50.0,-100.0,False,dense_cartesian
300,mirror,motoring,72.1688,36.8699,-36.8699,75.0,100.0,False,dense_cartesian
300,mirror,regen,72.1688,143.1301,216.8699,75.0,-100.0,False,dense_cartesian
301,mirror,motoring,81.6497,45.0,-45.0,100.0,100.0,False,dense_cartesian
301,mirror,regen,81.6497,135.0,225.0,100.0,-100.0,False,dense_cartesian
302,mirror,motoring,92.4211,51.3402,-51.3402,125.0,100.0,False,dense_cartesian
302,mirror,regen,92.4211,128.6598,231.3402,125.0,-100.0,False,dense_cartesian
303,mirror,motoring,104.0833,56.3099,-56.3099,150.0,100.0,False,dense_cartesian
303,mirror,regen,104.0833,123.6901,236.3099,150.0,-100.0,False,dense_cartesian
304,mirror,motoring,116.3687,60.2551,-60.2551,175.0,100.0,False,dense_cartesian
304,mirror,regen,116.3687,119.7449,240.2551,175.0,-100.0,False,dense_cartesian
305,mirror,motoring,129.0994,63.4349,-63.4349,200.0,100.0,False,dense_cartesian
305,mirror,regen,129.0994,116.5651,243.4349,200.0,-100.0,False,dense_cartesian
306,mirror,motoring,142.156,66.0375,-66.0375,225.0,100.0,False,dense_cartesian
306,mirror,regen,142.156,113.9625,246.0375,225.0,-100.0,False,dense_cartesian
307,mirror,motoring,155.4563,68.1986,-68.1986,250.0,100.0,False,dense_cartesian
307,mirror,regen,155.4563,111.8014,248.1986,250.0,-100.0,False,dense_cartesian
308,mirror,motoring,168.9428,70.0169,-70.0169,275.0,100.0,False,dense_cartesian
308,mirror,regen,168.9428,109.9831,250.0169,275.0,-100.0,False,dense_cartesian
309,mirror,motoring,182.5742,71.5651,-71.5651,300.0,100.0,False,dense_cartesian
309,mirror,regen,182.5742,108.4349,251.5651,300.0,-100.0,False,dense_cartesian
310,mirror,motoring,196.3203,72.8973,-72.8973,325.0,100.0,False,dense_cartesian
310,mirror,regen,196.3203,107.1027,252.8973,325.0,-100.0,False,dense_cartesian
311,mirror,motoring,210.1587,74.0546,-74.0546,350.0,100.0,False,dense_cartesian
311,mirror,regen,210.1587,105.9454,254.0546,350.0,-100.0,False,dense_cartesian
312,mirror,motoring,224.0722,75.0686,-75.0686,375.0,100.0,False,dense_cartesian
312,mirror,regen,224.0722,104.9314,255.0686,375.0,-100.0,False,dense_cartesian
313,mirror,motoring,238.0476,75.9638,-75.9638,400.0,100.0,False,dense_cartesian
313,mirror,regen,238.0476,104.0362,255.9638,400.0,-100.0,False,dense_cartesian
314,mirror,motoring,252.0747,76.7595,-76.7595,425.0,100.0,False,dense_cartesian
314,mirror,regen,252.0747,103.2405,256.7595,425.0,-100.0,False,dense_cartesian
315,mirror,motoring,266.1453,77.4712,-77.4712,450.0,100.0,False,dense_cartesian
315,mirror,regen,266.1453,102.5288,257.4712,450.0,-100.0,False,dense_cartesian
316,mirror,motoring,280.2529,78.1113,-78.1113,475.0,100.0,False,dense_cartesian
316,mirror,regen,280.2529,101.8887,258.1113,475.0,-100.0,False,dense_cartesian
317,mirror,motoring,294.392,78.6901,-78.6901,500.0,100.0,False,dense_cartesian
317,mirror,regen,294.392,101.3099,258.6901,500.0,-100.0,False,dense_cartesian
318,mirror,motoring,308.5585,79.2157,-79.2157,525.0,100.0,False,dense_cartesian
318,mirror,regen,308.5585,100.7843,259.2157,525.0,-100.0,False,dense_cartesian
319,mirror,motoring,322.7486,79.6952,-79.6952,550.0,100.0,False,dense_cartesian
319,mirror,regen,322.7486,100.3048,259.6952,550.0,-100.0,False,dense_cartesian
320,mirror,motoring,336.9594,80.1342,-80.1342,575.0,100.0,False,dense_cartesian
320,mirror,regen,336.9594,99.8658,260.1342,575.0,-100.0,False,dense_cartesian
321,mirror,motoring,351.1885,80.5377,-80.5377,600.0,100.0,False,dense_cartesian
321,mirror,regen,351.1885,99.4623,260.5377,600.0,-100.0,False,dense_cartesian
322,mirror,motoring,365.4335,80.9097,-80.9097,625.0,100.0,False,dense_cartesian
322,mirror,regen,365.4335,99.0903,260.9097,625.0,-100.0,False,dense_cartesian
323,mirror,motoring,379.6929,81.2538,-81.2538,650.0,100.0,False,dense_cartesian
323,mirror,regen,379.6929,98.7462,261.2538,650.0,-100.0,False,dense_cartesian
324,mirror,motoring,393.9649,81.573,-81.573,675.0,100.0,False,dense_cartesian
324,mirror,regen,393.9649,98.427,261.573,675.0,-100.0,False,dense_cartesian
325,mirror,motoring,408.2483,81.8699,-81.8699,700.0,100.0,False,dense_cartesian
325,mirror,regen,408.2483,98.1301,261.8699,700.0,-100.0,False,dense_cartesian
326,mirror,motoring,422.5419,82.1467,-82.1467,725.0,100.0,False,dense_cartesian
326,mirror,regen,422.5419,97.8533,262.1467,725.0,-100.0,False,dense_cartesian
327,mirror,motoring,436.8447,82.4054,-82.4054,750.0,100.0,False,dense_cartesian
327,mirror,regen,436.8447,97.5946,262.4054,750.0,-100.0,False,dense_cartesian
328,mirror,motoring,451.1559,82.6476,-82.6476,775.0,100.0,False,dense_cartesian
328,mirror,regen,451.1559,97.3524,262.6476,775.0,-100.0,False,dense_cartesian
329,mirror,motoring,465.4747,82.875,-82.875,800.0,100.0,False,dense_cartesian
329,mirror,regen,465.4747,97.125,262.875,800.0,-100.0,False,dense_cartesian
330,mirror,motoring,479.8003,83.0888,-83.0888,825.0,100.0,False,dense_cartesian
330,mirror,regen,479.8003,96.9112,263.0888,825.0,-100.0,False,dense_cartesian
331,mirror,motoring,494.1322,83.2902,-83.2902,850.0,100.0,False,dense_cartesian
331,mirror,regen,494.1322,96.7098,263.2902,850.0,-100.0,False,dense_cartesian
332,mirror,motoring,508.4699,83.4802,-83.4802,875.0,100.0,False,dense_cartesian
332,mirror,regen,508.4699,96.5198,263.4802,875.0,-100.0,False,dense_cartesian
333,mirror,motoring,522.8129,83.6598,-83.6598,900.0,100.0,False,dense_cartesian
333,mirror,regen,522.8129,96.3402,263.6598,900.0,-100.0,False,dense_cartesian
334,mirror,motoring,537.1607,83.8298,-83.8298,925.0,100.0,False,dense_cartesian
334,mirror,regen,537.1607,96.1702,263.8298,925.0,-100.0,False,dense_cartesian
335,mirror,motoring,551.5131,83.991,-83.991,950.0,100.0,False,dense_cartesian
335,mirror,regen,551.5131,96.009,263.991,950.0,-100.0,False,dense_cartesian
336,mirror,motoring,565.8695,84.144,-84.144,975.0,100.0,False,dense_cartesian
336,mirror,regen,565.8695,95.856,264.144,975.0,-100.0,False,dense_cartesian
337,mirror,motoring,580.2298,84.2894,-84.2894,1000.0,100.0,False,dense_cartesian
337,mirror,regen,580.2298,95.7106,264.2894,1000.0,-100.0,False,dense_cartesian
338,mirror,motoring,594.5937,84.4278,-84.4278,1025.0,100.0,False,dense_cartesian
338,mirror,regen,594.5937,95.5722,264.4278,1025.0,-100.0,False,dense_cartesian
339,mirror,motoring,608.9609,84.5597,-84.5597,1050.0,100.0,False,dense_cartesian
339,mirror,regen,608.9609,95.4403,264.5597,1050.0,-100.0,False,dense_cartesian
340,mirror,motoring,610.4984,-83.211,83.211,-1050.0,125.0,False,dense_cartesian
340,mirror,regen,610.4984,263.211,96.789,-1050.0,-125.0,False,dense_cartesian
341,mirror,motoring,596.1683,-83.047,83.047,-1025.0,125.0,False,dense_cartesian
341,mirror,regen,596.1683,263.047,96.953,-1025.0,-125.0,False,dense_cartesian
342,mirror,motoring,581.8433,-82.875,82.875,-1000.0,125.0,False,dense_cartesian
342,mirror,regen,581.8433,262.875,97.125,-1000.0,-125.0,False,dense_cartesian
343,mirror,motoring,567.5239,-82.6942,82.6942,-975.0,125.0,False,dense_cartesian
343,mirror,regen,567.5239,262.6942,97.3058,-975.0,-125.0,False,dense_cartesian
344,mirror,motoring,553.2103,-82.5041,82.5041,-950.0,125.0,False,dense_cartesian
344,mirror,regen,553.2103,262.5041,97.4959,-950.0,-125.0,False,dense_cartesian
345,mirror,motoring,538.9032,-82.3039,82.3039,-925.0,125.0,False,dense_cartesian
345,mirror,regen,538.9032,262.3039,97.6961,-925.0,-125.0,False,dense_cartesian
346,mirror,motoring,524.603,-82.0928,82.0928,-900.0,125.0,False,dense_cartesian
346,mirror,regen,524.603,262.0928,97.9072,-900.0,-125.0,False,dense_cartesian
347,mirror,motoring,510.3104,-81.8699,81.8699,-875.0,125.0,False,dense_cartesian
347,mirror,regen,510.3104,261.8699,98.1301,-875.0,-125.0,False,dense_cartesian
348,mirror,motoring,496.0259,-81.6341,81.6341,-850.0,125.0,False,dense_cartesian
348,mirror,regen,496.0259,261.6341,98.3659,-850.0,-125.0,False,dense_cartesian
349,mirror,motoring,481.7503,-81.3844,81.3844,-825.0,125.0,False,dense_cartesian
349,mirror,regen,481.7503,261.3844,98.6156,-825.0,-125.0,False,dense_cartesian
350,mirror,motoring,467.4844,-81.1193,81.1193,-800.0,125.0,False,dense_cartesian
350,mirror,regen,467.4844,261.1193,98.8807,-800.0,-125.0,False,dense_cartesian
351,mirror,motoring,453.2292,-80.8377,80.8377,-775.0,125.0,False,dense_cartesian
351,mirror,regen,453.2292,260.8377,99.1623,-775.0,-125.0,False,dense_cartesian
352,mirror,motoring,438.9856,-80.5377,80.5377,-750.0,125.0,False,dense_cartesian
352,mirror,regen,438.9856,260.5377,99.4623,-750.0,-125.0,False,dense_cartesian
353,mirror,motoring,424.7548,-80.2176,80.2176,-725.0,125.0,False,dense_cartesian
353,mirror,regen,424.7548,260.2176,99.7824,-725.0,-125.0,False,dense_cartesian
354,mirror,motoring,410.5383,-79.8753,79.8753,-700.0,125.0,False,dense_cartesian
354,mirror,regen,410.5383,259.8753,100.1247,-700.0,-125.0,False,dense_cartesian
355,mirror,motoring,396.3374,-79.5085,79.5085,-675.0,125.0,False,dense_cartesian
355,mirror,regen,396.3374,259.5085,100.4915,-675.0,-125.0,False,dense_cartesian
356,mirror,motoring,382.154,-79.1145,79.1145,-650.0,125.0,False,dense_cartesian
356,mirror,regen,382.154,259.1145,100.8855,-650.0,-125.0,False,dense_cartesian
357,mirror,motoring,367.99,-78.6901,78.6901,-625.0,125.0,False,dense_cartesian
357,mirror,regen,367.99,258.6901,101.3099,-625.0,-125.0,False,dense_cartesian
358,mirror,motoring,353.8479,-78.2317,78.2317,-600.0,125.0,False,dense_cartesian
358,mirror,regen,353.8479,258.2317,101.7683,-600.0,-125.0,False,dense_cartesian
359,mirror,motoring,339.7303,-77.7352,77.7352,-575.0,125.0,False,dense_cartesian
359,mirror,regen,339.7303,257.7352,102.2648,-575.0,-125.0,False,dense_cartesian
360,mirror,motoring,325.6404,-77.1957,77.1957,-550.0,125.0,False,dense_cartesian
360,mirror,regen,325.6404,257.1957,102.8043,-550.0,-125.0,False,dense_cartesian
361,mirror,motoring,311.582,-76.6075,76.6075,-525.0,125.0,False,dense_cartesian
361,mirror,regen,311.582,256.6075,103.3925,-525.0,-125.0,False,dense_cartesian
362,mirror,motoring,297.5595,-75.9638,75.9638,-500.0,125.0,False,dense_cartesian
362,mirror,regen,297.5595,255.9638,104.0362,-500.0,-125.0,False,dense_cartesian
363,mirror,motoring,283.5783,-75.2564,75.2564,-475.0,125.0,False,dense_cartesian
363,mirror,regen,283.5783,255.2564,104.7436,-475.0,-125.0,False,dense_cartesian
364,mirror,motoring,269.6448,-74.4759,74.4759,-450.0,125.0,False,dense_cartesian
364,mirror,regen,269.6448,254.4759,105.5241,-450.0,-125.0,False,dense_cartesian
365,mirror,motoring,255.7668,-73.6105,73.6105,-425.0,125.0,False,dense_cartesian
365,mirror,regen,255.7668,253.6105,106.3895,-425.0,-125.0,False,dense_cartesian
366,mirror,motoring,241.9539,-72.646,72.646,-400.0,125.0,False,dense_cartesian
366,mirror,regen,241.9539,252.646,107.354,-400.0,-125.0,False,dense_cartesian
367,mirror,motoring,228.2177,-71.5651,71.5651,-375.0,125.0,False,dense_cartesian
367,mirror,regen,228.2177,251.5651,108.4349,-375.0,-125.0,False,dense_cartesian
368,mirror,motoring,214.5732,-70.3462,70.3462,-350.0,125.0,False,dense_cartesian
368,mirror,regen,214.5732,250.3462,109.6538,-350.0,-125.0,False,dense_cartesian
369,mirror,motoring,201.039,-68.9625,68.9625,-325.0,125.0,False,dense_cartesian
369,mirror,regen,201.039,248.9625,111.0375,-325.0,-125.0,False,dense_cartesian
370,mirror,motoring,187.6388,-67.3801,67.3801,-300.0,125.0,False,dense_cartesian
370,mirror,regen,187.6388,247.3801,112.6199,-300.0,-125.0,False,dense_cartesian
371,mirror,motoring,174.4037,-65.556,65.556,-275.0,125.0,False,dense_cartesian
371,mirror,regen,174.4037,245.556,114.444,-275.0,-125.0,False,dense_cartesian
372,mirror,motoring,161.3743,-63.4349,63.4349,-250.0,125.0,False,dense_cartesian
372,mirror,regen,161.3743,243.4349,116.5651,-250.0,-125.0,False,dense_cartesian
373,mirror,motoring,148.6046,-60.9454,60.9454,-225.0,125.0,False,dense_cartesian
373,mirror,regen,148.6046,240.9454,119.0546,-225.0,-125.0,False,dense_cartesian
374,mirror,motoring,136.1678,-57.9946,57.9946,-200.0,125.0,False,dense_cartesian
374,mirror,regen,136.1678,237.9946,122.0054,-200.0,-125.0,False,dense_cartesian
375,mirror,motoring,124.1639,-54.4623,54.4623,-175.0,125.0,False,dense_cartesian
375,mirror,regen,124.1639,234.4623,125.5377,-175.0,-125.0,False,dense_cartesian
376,mirror,motoring,112.7312,-50.1944,50.1944,-150.0,125.0,False,dense_cartesian
376,mirror,regen,112.7312,230.1944,129.8056,-150.0,-125.0,False,dense_cartesian
377,mirror,motoring,102.0621,-45.0,45.0,-125.0,125.0,False,dense_cartesian
377,mirror,regen,102.0621,225.0,135.0,-125.0,-125.0,False,dense_cartesian
378,mirror,motoring,92.4211,-38.6598,38.6598,-100.0,125.0,False,dense_cartesian
378,mirror,regen,92.4211,218.6598,141.3402,-100.0,-125.0,False,dense_cartesian
379,mirror,motoring,84.1625,-30.9638,30.9638,-75.0,125.0,False,dense_cartesian
379,mirror,regen,84.1625,210.9638,149.0362,-75.0,-125.0,False,dense_cartesian
380,mirror,motoring,77.7282,-21.8014,21.8014,-50.0,125.0,False,dense_cartesian
380,mirror,regen,77.7282,201.8014,158.1986,-50.0,-125.0,False,dense_cartesian
381,mirror,motoring,73.598,-11.3099,11.3099,-25.0,125.0,False,dense_cartesian
381,mirror,regen,73.598,191.3099,168.6901,-25.0,-125.0,False,dense_cartesian
382,mirror,motoring,72.1688,0.0,0.0,0.0,125.0,False,dense_cartesian
382,mirror,regen,72.1688,180.0,180.0,0.0,-125.0,False,dense_cartesian
383,mirror,motoring,73.598,11.3099,-11.3099,25.0,125.0,False,dense_cartesian
383,mirror,regen,73.598,168.6901,191.3099,25.0,-125.0,False,dense_cartesian
384,mirror,motoring,77.7282,21.8014,-21.8014,50.0,125.0,False,dense_cartesian
384,mirror,regen,77.7282,158.1986,201.8014,50.0,-125.0,False,dense_cartesian
385,mirror,motoring,84.1625,30.9638,-30.9638,75.0,125.0,False,dense_cartesian
385,mirror,regen,84.1625,149.0362,210.9638,75.0,-125.0,False,dense_cartesian
386,mirror,motoring,92.4211,38.6598,-38.6598,100.0,125.0,False,dense_cartesian
386,mirror,regen,92.4211,141.3402,218.6598,100.0,-125.0,False,dense_cartesian
387,mirror,motoring,102.0621,45.0,-45.0,125.0,125.0,False,dense_cartesian
387,mirror,regen,102.0621,135.0,225.0,125.0,-125.0,False,dense_cartesian
388,mirror,motoring,112.7312,50.1944,-50.1944,150.0,125.0,False,dense_cartesian
388,mirror,regen,112.7312,129.8056,230.1944,150.0,-125.0,False,dense_cartesian
389,mirror,motoring,124.1639,54.4623,-54.4623,175.0,125.0,False,dense_cartesian
389,mirror,regen,124.1639,125.5377,234.4623,175.0,-125.0,False,dense_cartesian
390,mirror,motoring,136.1678,57.9946,-57.9946,200.0,125.0,False,dense_cartesian
390,mirror,regen,136.1678,122.0054,237.9946,200.0,-125.0,False,dense_cartesian
391,mirror,motoring,148.6046,60.9454,-60.9454,225.0,125.0,False,dense_cartesian
391,mirror,regen,148.6046,119.0546,240.9454,225.0,-125.0,False,dense_cartesian
392,mirror,motoring,161.3743,63.4349,-63.4349,250.0,125.0,False,dense_cartesian
392,mirror,regen,161.3743,116.5651,243.4349,250.0,-125.0,False,dense_cartesian
393,mirror,motoring,174.4037,65.556,-65.556,275.0,125.0,False,dense_cartesian
393,mirror,regen,174.4037,114.444,245.556,275.0,-125.0,False,dense_cartesian
394,mirror,motoring,187.6388,67.3801,-67.3801,300.0,125.0,False,dense_cartesian
394,mirror,regen,187.6388,112.6199,247.3801,300.0,-125.0,False,dense_cartesian
395,mirror,motoring,201.039,68.9625,-68.9625,325.0,125.0,False,dense_cartesian
395,mirror,regen,201.039,111.0375,248.9625,325.0,-125.0,False,dense_cartesian
396,mirror,motoring,214.5732,70.3462,-70.3462,350.0,125.0,False,dense_cartesian
396,mirror,regen,214.5732,109.6538,250.3462,350.0,-125.0,False,dense_cartesian
397,mirror,motoring,228.2177,71.5651,-71.5651,375.0,125.0,False,dense_cartesian
397,mirror,regen,228.2177,108.4349,251.5651,375.0,-125.0,False,dense_cartesian
398,mirror,motoring,241.9539,72.646,-72.646,400.0,125.0,False,dense_cartesian
398,mirror,regen,241.9539,107.354,252.646,400.0,-125.0,False,dense_cartesian
399,mirror,motoring,255.7668,73.6105,-73.6105,425.0,125.0,False,dense_cartesian
399,mirror,regen,255.7668,106.3895,253.6105,425.0,-125.0,False,dense_cartesian
400,mirror,motoring,269.6448,74.4759,-74.4759,450.0,125.0,False,dense_cartesian
400,mirror,regen,269.6448,105.5241,254.4759,450.0,-125.0,False,dense_cartesian
401,mirror,motoring,283.5783,75.2564,-75.2564,475.0,125.0,False,dense_cartesian
401,mirror,regen,283.5783,104.7436,255.2564,475.0,-125.0,False,dense_cartesian
402,mirror,motoring,297.5595,75.9638,-75.9638,500.0,125.0,False,dense_cartesian
402,mirror,regen,297.5595,104.0362,255.9638,500.0,-125.0,False,dense_cartesian
403,mirror,motoring,311.582,76.6075,-76.6075,525.0,125.0,False,dense_cartesian
403,mirror,regen,311.582,103.3925,256.6075,525.0,-125.0,False,dense_cartesian
404,mirror,motoring,325.6404,77.1957,-77.1957,550.0,125.0,False,dense_cartesian
404,mirror,regen,325.6404,102.8043,257.1957,550.0,-125.0,False,dense_cartesian
405,mirror,motoring,339.7303,77.7352,-77.7352,575.0,125.0,False,dense_cartesian
405,mirror,regen,339.7303,102.2648,257.7352,575.0,-125.0,False,dense_cartesian
406,mirror,motoring,353.8479,78.2317,-78.2317,600.0,125.0,False,dense_cartesian
406,mirror,regen,353.8479,101.7683,258.2317,600.0,-125.0,False,dense_cartesian
407,mirror,motoring,367.99,78.6901,-78.6901,625.0,125.0,False,dense_cartesian
407,mirror,regen,367.99,101.3099,258.6901,625.0,-125.0,False,dense_cartesian
408,mirror,motoring,382.154,79.1145,-79.1145,650.0,125.0,False,dense_cartesian
408,mirror,regen,382.154,100.8855,259.1145,650.0,-125.0,False,dense_cartesian
409,mirror,motoring,396.3374,79.5085,-79.5085,675.0,125.0,False,dense_cartesian
409,mirror,regen,396.3374,100.4915,259.5085,675.0,-125.0,False,dense_cartesian
410,mirror,motoring,410.5383,79.8753,-79.8753,700.0,125.0,False,dense_cartesian
410,mirror,regen,410.5383,100.1247,259.8753,700.0,-125.0,False,dense_cartesian
411,mirror,motoring,424.7548,80.2176,-80.2176,725.0,125.0,False,dense_cartesian
411,mirror,regen,424.7548,99.7824,260.2176,725.0,-125.0,False,dense_cartesian
412,mirror,motoring,438.9856,80.5377,-80.5377,750.0,125.0,False,dense_cartesian
412,mirror,regen,438.9856,99.4623,260.5377,750.0,-125.0,False,dense_cartesian
413,mirror,motoring,453.2292,80.8377,-80.8377,775.0,125.0,False,dense_cartesian
413,mirror,regen,453.2292,99.1623,260.8377,775.0,-125.0,False,dense_cartesian
414,mirror,motoring,467.4844,81.1193,-81.1193,800.0,125.0,False,dense_cartesian
414,mirror,regen,467.4844,98.8807,261.1193,800.0,-125.0,False,dense_cartesian
415,mirror,motoring,481.7503,81.3844,-81.3844,825.0,125.0,False,dense_cartesian
415,mirror,regen,481.7503,98.6156,261.3844,825.0,-125.0,False,dense_cartesian
416,mirror,motoring,496.0259,81.6341,-81.6341,850.0,125.0,False,dense_cartesian
416,mirror,regen,496.0259,98.3659,261.6341,850.0,-125.0,False,dense_cartesian
417,mirror,motoring,510.3104,81.8699,-81.8699,875.0,125.0,False,dense_cartesian
417,mirror,regen,510.3104,98.1301,261.8699,875.0,-125.0,False,dense_cartesian
418,mirror,motoring,524.603,82.0928,-82.0928,900.0,125.0,False,dense_cartesian
418,mirror,regen,524.603,97.9072,262.0928,900.0,-125.0,False,dense_cartesian
419,mirror,motoring,538.9032,82.3039,-82.3039,925.0,125.0,False,dense_cartesian
419,mirror,regen,538.9032,97.6961,262.3039,925.0,-125.0,False,dense_cartesian
420,mirror,motoring,553.2103,82.5041,-82.5041,950.0,125.0,False,dense_cartesian
420,mirror,regen,553.2103,97.4959,262.5041,950.0,-125.0,False,dense_cartesian
421,mirror,motoring,567.5239,82.6942,-82.6942,975.0,125.0,False,dense_cartesian
421,mirror,regen,567.5239,97.3058,262.6942,975.0,-125.0,False,dense_cartesian
422,mirror,motoring,581.8433,82.875,-82.875,1000.0,125.0,False,dense_cartesian
422,mirror,regen,581.8433,97.125,262.875,1000.0,-125.0,False,dense_cartesian
423,mirror,motoring,596.1683,83.047,-83.047,1025.0,125.0,False,dense_cartesian
423,mirror,regen,596.1683,96.953,263.047,1025.0,-125.0,False,dense_cartesian
424,mirror,motoring,610.4984,83.211,-83.211,1050.0,125.0,False,dense_cartesian
424,mirror,regen,610.4984,96.789,263.211,1050.0,-125.0,False,dense_cartesian
425,mirror,motoring,612.3724,-81.8699,81.8699,-1050.0,150.0,False,dense_cartesian
425,mirror,regen,612.3724,261.8699,98.1301,-1050.0,-150.0,False,dense_cartesian
426,mirror,motoring,598.0872,-81.6743,81.6743,-1025.0,150.0,False,dense_cartesian
426,mirror,regen,598.0872,261.6743,98.3257,-1025.0,-150.0,False,dense_cartesian
427,mirror,motoring,583.8093,-81.4692,81.4692,-1000.0,150.0,False,dense_cartesian
427,mirror,regen,583.8093,261.4692,98.5308,-1000.0,-150.0,False,dense_cartesian
428,mirror,motoring,569.5393,-81.2538,81.2538,-975.0,150.0,False,dense_cartesian
428,mirror,regen,569.5393,261.2538,98.7462,-975.0,-150.0,False,dense_cartesian
429,mirror,motoring,555.2777,-81.0274,81.0274,-950.0,150.0,False,dense_cartesian
429,mirror,regen,555.2777,261.0274,98.9726,-950.0,-150.0,False,dense_cartesian
430,mirror,motoring,541.0253,-80.789,80.789,-925.0,150.0,False,dense_cartesian
430,mirror,regen,541.0253,260.789,99.211,-925.0,-150.0,False,dense_cartesian
431,mirror,motoring,526.7827,-80.5377,80.5377,-900.0,150.0,False,dense_cartesian
431,mirror,regen,526.7827,260.5377,99.4623,-900.0,-150.0,False,dense_cartesian
432,mirror,motoring,512.5508,-80.2724,80.2724,-875.0,150.0,False,dense_cartesian
432,mirror,regen,512.5508,260.2724,99.7276,-875.0,-150.0,False,dense_cartesian
433,mirror,motoring,498.3305,-79.992,79.992,-850.0,150.0,False,dense_cartesian
433,mirror,regen,498.3305,259.992,100.008,-850.0,-150.0,False,dense_cartesian
434,mirror,motoring,484.1229,-79.6952,79.6952,-825.0,150.0,False,dense_cartesian
434,mirror,regen,484.1229,259.6952,100.3048,-825.0,-150.0,False,dense_cartesian
435,mirror,motoring,469.9291,-79.3803,79.3803,-800.0,150.0,False,dense_cartesian
435,mirror,regen,469.9291,259.3803,100.6197,-800.0,-150.0,False,dense_cartesian
436,mirror,motoring,455.7503,-79.0459,79.0459,-775.0,150.0,False,dense_cartesian
436,mirror,regen,455.7503,259.0459,100.9541,-775.0,-150.0,False,dense_cartesian
437,mirror,motoring,441.588,-78.6901,78.6901,-750.0,150.0,False,dense_cartesian
437,mirror,regen,441.588,258.6901,101.3099,-750.0,-150.0,False,dense_cartesian
438,mirror,motoring,427.444,-78.3106,78.3106,-725.0,150.0,False,dense_cartesian
438,mirror,regen,427.444,258.3106,101.6894,-725.0,-150.0,False,dense_cartesian
439,mirror,motoring,413.3199,-77.9052,77.9052,-700.0,150.0,False,dense_cartesian
439,mirror,regen,413.3199,257.9052,102.0948,-700.0,-150.0,False,dense_cartesian
440,mirror,motoring,399.218,-77.4712,77.4712,-675.0,150.0,False,dense_cartesian
440,mirror,regen,399.218,257.4712,102.5288,-675.0,-150.0,False,dense_cartesian
441,mirror,motoring,385.1407,-77.0054,77.0054,-650.0,150.0,False,dense_cartesian
441,mirror,regen,385.1407,257.0054,102.9946,-650.0,-150.0,False,dense_cartesian
442,mirror,motoring,371.0907,-76.5043,76.5043,-625.0,150.0,False,dense_cartesian
442,mirror,regen,371.0907,256.5043,103.4957,-625.0,-150.0,False,dense_cartesian
443,mirror,motoring,357.0714,-75.9638,75.9638,-600.0,150.0,False,dense_cartesian
443,mirror,regen,357.0714,255.9638,104.0362,-600.0,-150.0,False,dense_cartesian
444,mirror,motoring,343.0865,-75.3791,75.3791,-575.0,150.0,False,dense_cartesian
444,mirror,regen,343.0865,255.3791,104.6209,-575.0,-150.0,False,dense_cartesian
445,mirror,motoring,329.1403,-74.7449,74.7449,-550.0,150.0,False,dense_cartesian
445,mirror,regen,329.1403,254.7449,105.2551,-550.0,-150.0,False,dense_cartesian
446,mirror,motoring,315.238,-74.0546,74.0546,-525.0,150.0,False,dense_cartesian
446,mirror,regen,315.238,254.0546,105.9454,-525.0,-150.0,False,dense_cartesian
447,mirror,motoring,301.3857,-73.3008,73.3008,-500.0,150.0,False,dense_cartesian
447,mirror,regen,301.3857,253.3008,106.6992,-500.0,-150.0,False,dense_cartesian
448,mirror,motoring,287.5906,-72.4744,72.4744,-475.0,150.0,False,dense_cartesian
448,mirror,regen,287.5906,252.4744,107.5256,-475.0,-150.0,False,dense_cartesian
449,mirror,motoring,273.8613,-71.5651,71.5651,-450.0,150.0,False,dense_cartesian
449,mirror,regen,273.8613,251.5651,108.4349,-450.0,-150.0,False,dense_cartesian
