pair_id,pair_type,side,Arms_set,deg_set,beta_deg,id_A,iq_A,is_rated,point_role
1324,mirror,regen,465.4747,119.7449,240.2551,700.0,-400.0,False,dense_cartesian
1325,mirror,motoring,478.0603,61.1134,-61.1134,725.0,400.0,False,dense_cartesian
1325,mirror,regen,478.0603,118.8866,241.1134,725.0,-400.0,False,dense_cartesian
1326,mirror,motoring,490.7477,61.9275,-61.9275,750.0,400.0,False,dense_cartesian
1326,mirror,regen,490.7477,118.0725,241.9275,750.0,-400.0,False,dense_cartesian
1327,mirror,motoring,503.5292,62.7004,-62.7004,775.0,400.0,False,dense_cartesian
1327,mirror,regen,503.5292,117.2996,242.7004,775.0,-400.0,False,dense_cartesian
1328,mirror,motoring,516.3978,63.4349,-63.4349,800.0,400.0,False,dense_cartesian
1328,mirror,regen,516.3978,116.5651,243.4349,800.0,-400.0,False,dense_cartesian
1329,mirror,motoring,529.3471,64.1336,-64.1336,825.0,400.0,False,dense_cartesian
1329,mirror,regen,529.3471,115.8664,244.1336,825.0,-400.0,False,dense_cartesian
1330,mirror,motoring,542.3713,64.7989,-64.7989,850.0,400.0,False,dense_cartesian
1330,mirror,regen,542.3713,115.2011,244.7989,850.0,-400.0,False,dense_cartesian
1331,mirror,motoring,555.4653,65.4328,-65.4328,875.0,400.0,False,dense_cartesian
1331,mirror,regen,555.4653,114.5672,245.4328,875.0,-400.0,False,dense_cartesian
1332,mirror,motoring,568.6241,66.0375,-66.0375,900.0,400.0,False,dense_cartesian
1332,mirror,regen,568.6241,113.9625,246.0375,900.0,-400.0,False,dense_cartesian
1333,mirror,motoring,581.8433,66.6148,-66.6148,925.0,400.0,False,dense_cartesian
1333,mirror,regen,581.8433,113.3852,246.6148,925.0,-400.0,False,dense_cartesian
1334,mirror,motoring,595.119,67.1663,-67.1663,950.0,400.0,False,dense_cartesian
1334,mirror,regen,595.119,112.8337,247.1663,950.0,-400.0,False,dense_cartesian
1335,mirror,motoring,608.4475,67.6938,-67.6938,975.0,400.0,False,dense_cartesian
1335,mirror,regen,608.4475,112.3062,247.6938,975.0,-400.0,False,dense_cartesian
1336,mirror,motoring,614.0711,-66.4477,66.4477,-975.0,425.0,False,dense_cartesian
1336,mirror,regen,614.0711,246.4477,113.5523,-975.0,-425.0,False,dense_cartesian
1337,mirror,motoring,600.8674,-65.8978,65.8978,-950.0,425.0,False,dense_cartesian
1337,mirror,regen,600.8674,245.8978,114.1022,-950.0,-425.0,False,dense_cartesian
1338,mirror,motoring,587.7216,-65.3231,65.3231,-925.0,425.0,False,dense_cartesian
1338,mirror,regen,587.7216,245.3231,114.6769,-925.0,-425.0,False,dense_cartesian
1339,mirror,motoring,574.6376,-64.7223,64.7223,-900.0,425.0,False,dense_cartesian
1339,mirror,regen,574.6376,244.7223,115.2777,-900.0,-425.0,False,dense_cartesian
1340,mirror,motoring,561.6197,-64.0935,64.0935,-875.0,425.0,False,dense_cartesian
1340,mirror,regen,561.6197,244.0935,115.9065,-875.0,-425.0,False,dense_cartesian
1341,mirror,motoring,548.6726,-63.4349,63.4349,-850.0,425.0,False,dense_cartesian
1341,mirror,regen,548.6726,243.4349,116.5651,-850.0,-425.0,False,dense_cartesian
1342,mirror,motoring,535.8016,-62.7447,62.7447,-825.0,425.0,False,dense_cartesian
1342,mirror,regen,535.8016,242.7447,117.2553,-825.0,-425.0,False,dense_cartesian
1343,mirror,motoring,523.0121,-62.0205,62.0205,-800.0,425.0,False,dense_cartesian
1343,mirror,regen,523.0121,242.0205,117.9795,-800.0,-425.0,False,dense_cartesian
1344,mirror,motoring,510.3104,-61.2602,61.2602,-775.0,425.0,False,dense_cartesian
1344,mirror,regen,510.3104,241.2602,118.7398,-775.0,-425.0,False,dense_cartesian
1345,mirror,motoring,497.7031,-60.4612,60.4612,-750.0,425.0,False,dense_cartesian
1345,mirror,regen,497.7031,240.4612,119.5388,-750.0,-425.0,False,dense_cartesian
1346,mirror,motoring,485.1976,-59.6209,59.6209,-725.0,425.0,False,dense_cartesian
1346,mirror,regen,485.1976,239.6209,120.3791,-725.0,-425.0,False,dense_cartesian
1347,mirror,motoring,472.8019,-58.7363,58.7363,-700.0,425.0,False,dense_cartesian
1347,mirror,regen,472.8019,238.7363,121.2637,-700.0,-425.0,False,dense_cartesian
1348,mirror,motoring,460.5251,-57.8043,57.8043,-675.0,425.0,False,dense_cartesian
1348,mirror,regen,460.5251,237.8043,122.1957,-675.0,-425.0,False,dense_cartesian
1349,mirror,motoring,448.3767,-56.8215,56.8215,-650.0,425.0,False,dense_cartesian
1349,mirror,regen,448.3767,236.8215,123.1785,-650.0,-425.0,False,dense_cartesian
1350,mirror,motoring,436.3676,-55.7843,55.7843,-625.0,425.0,False,dense_cartesian
1350,mirror,regen,436.3676,235.7843,124.2157,-625.0,-425.0,False,dense_cartesian
1351,mirror,motoring,424.5095,-54.6888,54.6888,-600.0,425.0,False,dense_cartesian
1351,mirror,regen,424.5095,234.6888,125.3112,-600.0,-425.0,False,dense_cartesian
1352,mirror,motoring,412.8155,-53.5308,53.5308,-575.0,425.0,False,dense_cartesian
1352,mirror,regen,412.8155,233.5308,126.4692,-575.0,-425.0,False,dense_cartesian
1353,mirror,motoring,401.3,-52.3058,52.3058,-550.0,425.0,False,dense_cartesian
1353,mirror,regen,401.3,232.3058,127.6942,-550.0,-425.0,False,dense_cartesian
1354,mirror,motoring,389.9786,-51.009,51.009,-525.0,425.0,False,dense_cartesian
1354,mirror,regen,389.9786,231.009,128.991,-525.0,-425.0,False,dense_cartesian
1355,mirror,motoring,378.8689,-49.6355,49.6355,-500.0,425.0,False,dense_cartesian
1355,mirror,regen,378.8689,229.6355,130.3645,-500.0,-425.0,False,dense_cartesian
1356,mirror,motoring,367.99,-48.1798,48.1798,-475.0,425.0,False,dense_cartesian
1356,mirror,regen,367.99,228.1798,131.8202,-475.0,-425.0,False,dense_cartesian
1357,mirror,motoring,357.363,-46.6366,46.6366,-450.0,425.0,False,dense_cartesian
1357,mirror,regen,357.363,226.6366,133.3634,-450.0,-425.0,False,dense_cartesian
1358,mirror,motoring,347.011,-45.0,45.0,-425.0,425.0,False,dense_cartesian
1358,mirror,regen,347.011,225.0,135.0,-425.0,-425.0,False,dense_cartesian
1359,mirror,motoring,336.9594,-43.2643,43.2643,-400.0,425.0,False,dense_cartesian
1359,mirror,regen,336.9594,223.2643,136.7357,-400.0,-425.0,False,dense_cartesian
1360,mirror,motoring,327.2359,-41.4237,41.4237,-375.0,425.0,False,dense_cartesian
1360,mirror,regen,327.2359,221.4237,138.5763,-375.0,-425.0,False,dense_cartesian
1361,mirror,motoring,317.8705,-39.4725,39.4725,-350.0,425.0,False,dense_cartesian
1361,mirror,regen,317.8705,219.4725,140.5275,-350.0,-425.0,False,dense_cartesian
1362,mirror,motoring,308.8959,-37.4054,37.4054,-325.0,425.0,False,dense_cartesian
1362,mirror,regen,308.8959,217.4054,142.5946,-325.0,-425.0,False,dense_cartesian
1363,mirror,motoring,300.347,-35.2176,35.2176,-300.0,425.0,False,dense_cartesian
1363,mirror,regen,300.347,215.2176,144.7824,-300.0,-425.0,False,dense_cartesian
1364,mirror,motoring,292.2613,-32.9052,32.9052,-275.0,425.0,False,dense_cartesian
1364,mirror,regen,292.2613,212.9052,147.0948,-275.0,-425.0,False,dense_cartesian
1365,mirror,motoring,284.6782,-30.4655,30.4655,-250.0,425.0,False,dense_cartesian
1365,mirror,regen,284.6782,210.4655,149.5345,-250.0,-425.0,False,dense_cartesian
1366,mirror,motoring,277.6389,-27.8973,27.8973,-225.0,425.0,False,dense_cartesian
1366,mirror,regen,277.6389,207.8973,152.1027,-225.0,-425.0,False,dense_cartesian
1367,mirror,motoring,271.1857,-25.2011,25.2011,-200.0,425.0,False,dense_cartesian
1367,mirror,regen,271.1857,205.2011,154.7989,-200.0,-425.0,False,dense_cartesian
1368,mirror,motoring,265.3614,-22.3801,22.3801,-175.0,425.0,False,dense_cartesian
1368,mirror,regen,265.3614,202.3801,157.6199,-175.0,-425.0,False,dense_cartesian
1369,mirror,motoring,260.2082,-19.44,19.44,-150.0,425.0,False,dense_cartesian
1369,mirror,regen,260.2082,199.44,160.56,-150.0,-425.0,False,dense_cartesian
1370,mirror,motoring,255.7668,-16.3895,16.3895,-125.0,425.0,False,dense_cartesian
1370,mirror,regen,255.7668,196.3895,163.6105,-125.0,-425.0,False,dense_cartesian
1371,mirror,motoring,252.0747,-13.2405,13.2405,-100.0,425.0,False,dense_cartesian
1371,mirror,regen,252.0747,193.2405,166.7595,-100.0,-425.0,False,dense_cartesian
1372,mirror,motoring,249.1653,-10.008,10.008,-75.0,425.0,False,dense_cartesian
1372,mirror,regen,249.1653,190.008,169.992,-75.0,-425.0,False,dense_cartesian
1373,mirror,motoring,247.0661,-6.7098,6.7098,-50.0,425.0,False,dense_cartesian
1373,mirror,regen,247.0661,186.7098,173.2902,-50.0,-425.0,False,dense_cartesian
1374,mirror,motoring,245.798,-3.3665,3.3665,-25.0,425.0,False,dense_cartesian
1374,mirror,regen,245.798,183.3665,176.6335,-25.0,-425.0,False,dense_cartesian
1375,mirror,motoring,245.3739,0.0,0.0,0.0,425.0,False,dense_cartesian
1375,mirror,regen,245.3739,180.0,180.0,0.0,-425.0,False,dense_cartesian
1376,mirror,motoring,245.798,3.3665,-3.3665,25.0,425.0,False,dense_cartesian
1376,mirror,regen,245.798,176.6335,183.3665,25.0,-425.0,False,dense_cartesian
1377,mirror,motoring,247.0661,6.7098,-6.7098,50.0,425.0,False,dense_cartesian
1377,mirror,regen,247.0661,173.2902,186.7098,50.0,-425.0,False,dense_cartesian
1378,mirror,motoring,249.1653,10.008,-10.008,75.0,425.0,False,dense_cartesian
1378,mirror,regen,249.1653,169.992,190.008,75.0,-425.0,False,dense_cartesian
1379,mirror,motoring,252.0747,13.2405,-13.2405,100.0,425.0,False,dense_cartesian
1379,mirror,regen,252.0747,166.7595,193.2405,100.0,-425.0,False,dense_cartesian
1380,mirror,motoring,255.7668,16.3895,-16.3895,125.0,425.0,False,dense_cartesian
1380,mirror,regen,255.7668,163.6105,196.3895,125.0,-425.0,False,dense_cartesian
1381,mirror,motoring,260.2082,19.44,-19.44,150.0,425.0,False,dense_cartesian
1381,mirror,regen,260.2082,160.56,199.44,150.0,-425.0,False,dense_cartesian
1382,mirror,motoring,265.3614,22.3801,-22.3801,175.0,425.0,False,dense_cartesian
1382,mirror,regen,265.3614,157.6199,202.3801,175.0,-425.0,False,dense_cartesian
1383,mirror,motoring,271.1857,25.2011,-25.2011,200.0,425.0,False,dense_cartesian
1383,mirror,regen,271.1857,154.7989,205.2011,200.0,-425.0,False,dense_cartesian
1384,mirror,motoring,277.6389,27.8973,-27.8973,225.0,425.0,False,dense_cartesian
1384,mirror,regen,277.6389,152.1027,207.8973,225.0,-425.0,False,dense_cartesian
1385,mirror,motoring,284.6782,30.4655,-30.4655,250.0,425.0,False,dense_cartesian
1385,mirror,regen,284.6782,149.5345,210.4655,250.0,-425.0,False,dense_cartesian
1386,mirror,motoring,292.2613,32.9052,-32.9052,275.0,425.0,False,dense_cartesian
1386,mirror,regen,292.2613,147.0948,212.9052,275.0,-425.0,False,dense_cartesian
1387,mirror,motoring,300.347,35.2176,-35.2176,300.0,425.0,False,dense_cartesian
1387,mirror,regen,300.347,144.7824,215.2176,300.0,-425.0,False,dense_cartesian
1388,mirror,motoring,308.8959,37.4054,-37.4054,325.0,425.0,False,dense_cartesian
1388,mirror,regen,308.8959,142.5946,217.4054,325.0,-425.0,False,dense_cartesian
1389,mirror,motoring,317.8705,39.4725,-39.4725,350.0,425.0,False,dense_cartesian
1389,mirror,regen,317.8705,140.5275,219.4725,350.0,-425.0,False,dense_cartesian
1390,mirror,motoring,327.2359,41.4237,-41.4237,375.0,425.0,False,dense_cartesian
1390,mirror,regen,327.2359,138.5763,221.4237,375.0,-425.0,False,dense_cartesian
1391,mirror,motoring,336.9594,43.2643,-43.2643,400.0,425.0,False,dense_cartesian
1391,mirror,regen,336.9594,136.7357,223.2643,400.0,-425.0,False,dense_cartesian
1392,mirror,motoring,347.011,45.0,-45.0,425.0,425.0,False,dense_cartesian
1392,mirror,regen,347.011,135.0,225.0,425.0,-425.0,False,dense_cartesian
1393,mirror,motoring,357.363,46.6366,-46.6366,450.0,425.0,False,dense_cartesian
1393,mirror,regen,357.363,133.3634,226.6366,450.0,-425.0,False,dense_cartesian
1394,mirror,motoring,367.99,48.1798,-48.1798,475.0,425.0,False,dense_cartesian
1394,mirror,regen,367.99,131.8202,228.1798,475.0,-425.0,False,dense_cartesian
1395,mirror,motoring,378.8689,49.6355,-49.6355,500.0,425.0,False,dense_cartesian
1395,mirror,regen,378.8689,130.3645,229.6355,500.0,-425.0,False,dense_cartesian
1396,mirror,motoring,389.9786,51.009,-51.009,525.0,425.0,False,dense_cartesian
1396,mirror,regen,389.9786,128.991,231.009,525.0,-425.0,False,dense_cartesian
1397,mirror,motoring,401.3,52.3058,-52.3058,550.0,425.0,False,dense_cartesian
1397,mirror,regen,401.3,127.6942,232.3058,550.0,-425.0,False,dense_cartesian
1398,mirror,motoring,412.8155,53.5308,-53.5308,575.0,425.0,False,dense_cartesian
1398,mirror,regen,412.8155,126.4692,233.5308,575.0,-425.0,False,dense_cartesian
1399,mirror,motoring,424.5095,54.6888,-54.6888,600.0,425.0,False,dense_cartesian
1399,mirror,regen,424.5095,125.3112,234.6888,600.0,-425.0,False,dense_cartesian
1400,mirror,motoring,436.3676,55.7843,-55.7843,625.0,425.0,False,dense_cartesian
1400,mirror,regen,436.3676,124.2157,235.7843,625.0,-425.0,False,dense_cartesian
1401,mirror,motoring,448.3767,56.8215,-56.8215,650.0,425.0,False,dense_cartesian
1401,mirror,regen,448.3767,123.1785,236.8215,650.0,-425.0,False,dense_cartesian
1402,mirror,motoring,460.5251,57.8043,-57.8043,675.0,425.0,False,dense_cartesian
1402,mirror,regen,460.5251,122.1957,237.8043,675.0,-425.0,False,dense_cartesian
1403,mirror,motoring,472.8019,58.7363,-58.7363,700.0,425.0,False,dense_cartesian
1403,mirror,regen,472.8019,121.2637,238.7363,700.0,-425.0,False,dense_cartesian
1404,mirror,motoring,485.1976,59.6209,-59.6209,725.0,425.0,False,dense_cartesian
1404,mirror,regen,485.1976,120.3791,239.6209,725.0,-425.0,False,dense_cartesian
1405,mirror,motoring,497.7031,60.4612,-60.4612,750.0,425.0,False,dense_cartesian
1405,mirror,regen,497.7031,119.5388,240.4612,750.0,-425.0,False,dense_cartesian
1406,mirror,motoring,510.3104,61.2602,-61.2602,775.0,425.0,False,dense_cartesian
1406,mirror,regen,510.3104,118.7398,241.2602,775.0,-425.0,False,dense_cartesian
1407,mirror,motoring,523.0121,62.0205,-62.0205,800.0,425.0,False,dense_cartesian
1407,mirror,regen,523.0121,117.9795,242.0205,800.0,-425.0,False,dense_cartesian
1408,mirror,motoring,535.8016,62.7447,-62.7447,825.0,425.0,False,dense_cartesian
1408,mirror,regen,535.8016,117.2553,242.7447,825.0,-425.0,False,dense_cartesian
1409,mirror,motoring,548.6726,63.4349,-63.4349,850.0,425.0,False,dense_cartesian
1409,mirror,regen,548.6726,116.5651,243.4349,850.0,-425.0,False,dense_cartesian
1410,mirror,motoring,561.6197,64.0935,-64.0935,875.0,425.0,False,dense_cartesian
1410,mirror,regen,561.6197,115.9065,244.0935,875.0,-425.0,False,dense_cartesian
1411,mirror,motoring,574.6376,64.7223,-64.7223,900.0,425.0,False,dense_cartesian
1411,mirror,regen,574.6376,115.2777,244.7223,900.0,-425.0,False,dense_cartesian
1412,mirror,motoring,587.7216,65.3231,-65.3231,925.0,425.0,False,dense_cartesian
1412,mirror,regen,587.7216,114.6769,245.3231,925.0,-425.0,False,dense_cartesian
1413,mirror,motoring,600.8674,65.8978,-65.8978,950.0,425.0,False,dense_cartesian
1413,mirror,regen,600.8674,114.1022,245.8978,950.0,-425.0,False,dense_cartesian
1414,mirror,motoring,614.0711,66.4477,-66.4477,975.0,425.0,False,dense_cartesian
1414,mirror,regen,614.0711,113.5523,246.4477,975.0,-425.0,False,dense_cartesian
1415,mirror,motoring,619.9798,-65.2249,65.2249,-975.0,450.0,False,dense_cartesian
1415,mirror,regen,619.9798,245.2249,114.7751,-975.0,-450.0,False,dense_cartesian
1416,mirror,motoring,606.9047,-64.6538,64.6538,-950.0,450.0,False,dense_cartesian
1416,mirror,regen,606.9047,244.6538,115.3462,-950.0,-450.0,False,dense_cartesian
1417,mirror,motoring,593.8925,-64.0577,64.0577,-925.0,450.0,False,dense_cartesian
1417,mirror,regen,593.8925,244.0577,115.9423,-925.0,-450.0,False,dense_cartesian
1418,mirror,motoring,580.9475,-63.4349,63.4349,-900.0,450.0,False,dense_cartesian
1418,mirror,regen,580.9475,243.4349,116.5651,-900.0,-450.0,False,dense_cartesian
1419,mirror,motoring,568.0742,-62.7839,62.7839,-875.0,450.0,False,dense_cartesian
1419,mirror,regen,568.0742,242.7839,117.2161,-875.0,-450.0,False,dense_cartesian
1420,mirror,motoring,555.2777,-62.1027,62.1027,-850.0,450.0,False,dense_cartesian
1420,mirror,regen,555.2777,242.1027,117.8973,-850.0,-450.0,False,dense_cartesian
1421,mirror,motoring,542.5634,-61.3895,61.3895,-825.0,450.0,False,dense_cartesian
1421,mirror,regen,542.5634,241.3895,118.6105,-825.0,-450.0,False,dense_cartesian
1422,mirror,motoring,529.9371,-60.6422,60.6422,-800.0,450.0,False,dense_cartesian
1422,mirror,regen,529.9371,240.6422,119.3578,-800.0,-450.0,False,dense_cartesian
1423,mirror,motoring,517.4054,-59.8586,59.8586,-775.0,450.0,False,dense_cartesian
1423,mirror,regen,517.4054,239.8586,120.1414,-775.0,-450.0,False,dense_cartesian
1424,mirror,motoring,504.9752,-59.0362,59.0362,-750.0,450.0,False,dense_cartesian
1424,mirror,regen,504.9752,239.0362,120.9638,-750.0,-450.0,False,dense_cartesian
1425,mirror,motoring,492.6544,-58.1726,58.1726,-725.0,450.0,False,dense_cartesian
1425,mirror,regen,492.6544,238.1726,121.8274,-725.0,-450.0,False,dense_cartesian
1426,mirror,motoring,480.4512,-57.2648,57.2648,-700.0,450.0,False,dense_cartesian
1426,mirror,regen,480.4512,237.2648,122.7352,-700.0,-450.0,False,dense_cartesian
1427,mirror,motoring,468.3748,-56.3099,56.3099,-675.0,450.0,False,dense_cartesian
1427,mirror,regen,468.3748,236.3099,123.6901,-675.0,-450.0,False,dense_cartesian
1428,mirror,motoring,456.4355,-55.3048,55.3048,-650.0,450.0,False,dense_cartesian
1428,mirror,regen,456.4355,235.3048,124.6952,-650.0,-450.0,False,dense_cartesian
1429,mirror,motoring,444.6441,-54.2461,54.2461,-625.0,450.0,False,dense_cartesian
1429,mirror,regen,444.6441,234.2461,125.7539,-625.0,-450.0,False,dense_cartesian
1430,mirror,motoring,433.0127,-53.1301,53.1301,-600.0,450.0,False,dense_cartesian
1430,mirror,regen,433.0127,233.1301,126.8699,-600.0,-450.0,False,dense_cartesian
1431,mirror,motoring,421.5547,-51.953,51.953,-575.0,450.0,False,dense_cartesian
1431,mirror,regen,421.5547,231.953,128.047,-575.0,-450.0,False,dense_cartesian
1432,mirror,motoring,410.2845,-50.7106,50.7106,-550.0,450.0,False,dense_cartesian
1432,mirror,regen,410.2845,230.7106,129.2894,-550.0,-450.0,False,dense_cartesian
1433,mirror,motoring,399.218,-49.3987,49.3987,-525.0,450.0,False,dense_cartesian
1433,mirror,regen,399.218,229.3987,130.6013,-525.0,-450.0,False,dense_cartesian
1434,mirror,motoring,388.3727,-48.0128,48.0128,-500.0,450.0,False,dense_cartesian
1434,mirror,regen,388.3727,228.0128,131.9872,-500.0,-450.0,False,dense_cartesian
1435,mirror,motoring,377.7676,-46.5482,46.5482,-475.0,450.0,False,dense_cartesian
1435,mirror,regen,377.7676,226.5482,133.4518,-475.0,-450.0,False,dense_cartesian
1436,mirror,motoring,367.4235,-45.0,45.0,-450.0,450.0,False,dense_cartesian
1436,mirror,regen,367.4235,225.0,135.0,-450.0,-450.0,False,dense_cartesian
1437,mirror,motoring,357.363,-43.3634,43.3634,-425.0,450.0,False,dense_cartesian
1437,mirror,regen,357.363,223.3634,136.6366,-425.0,-450.0,False,dense_cartesian
1438,mirror,motoring,347.6109,-41.6335,41.6335,-400.0,450.0,False,dense_cartesian
1438,mirror,regen,347.6109,221.6335,138.3665,-400.0,-450.0,False,dense_cartesian
1439,mirror,motoring,338.1937,-39.8056,39.8056,-375.0,450.0,False,dense_cartesian
1439,mirror,regen,338.1937,219.8056,140.1944,-375.0,-450.0,False,dense_cartesian
1440,mirror,motoring,329.1403,-37.875,37.875,-350.0,450.0,False,dense_cartesian
1440,mirror,regen,329.1403,217.875,142.125,-350.0,-450.0,False,dense_cartesian
1441,mirror,motoring,320.4814,-35.8377,35.8377,-325.0,450.0,False,dense_cartesian
1441,mirror,regen,320.4814,215.8377,144.1623,-325.0,-450.0,False,dense_cartesian
1442,mirror,motoring,312.2499,-33.6901,33.6901,-300.0,450.0,False,dense_cartesian
1442,mirror,regen,312.2499,213.6901,146.3099,-300.0,-450.0,False,dense_cartesian
1443,mirror,motoring,304.4804,-31.4296,31.4296,-275.0,450.0,False,dense_cartesian
1443,mirror,regen,304.4804,211.4296,148.5704,-275.0,-450.0,False,dense_cartesian
1444,mirror,motoring,297.2092,-29.0546,29.0546,-250.0,450.0,False,dense_cartesian
1444,mirror,regen,297.2092,209.0546,150.9454,-250.0,-450.0,False,dense_cartesian
1445,mirror,motoring,290.4738,-26.5651,26.5651,-225.0,450.0,False,dense_cartesian
1445,mirror,regen,290.4738,206.5651,153.4349,-225.0,-450.0,False,dense_cartesian
1446,mirror,motoring,284.312,-23.9625,23.9625,-200.0,450.0,False,dense_cartesian
1446,mirror,regen,284.312,203.9625,156.0375,-200.0,-450.0,False,dense_cartesian
1447,mirror,motoring,278.7621,-21.2505,21.2505,-175.0,450.0,False,dense_cartesian
1447,mirror,regen,278.7621,201.2505,158.7495,-175.0,-450.0,False,dense_cartesian
1448,mirror,motoring,273.8613,-18.4349,18.4349,-150.0,450.0,False,dense_cartesian
1448,mirror,regen,273.8613,198.4349,161.5651,-150.0,-450.0,False,dense_cartesian
1449,mirror,motoring,269.6448,-15.5241,15.5241,-125.0,450.0,False,dense_cartesian
1449,mirror,regen,269.6448,195.5241,164.4759,-125.0,-450.0,False,dense_cartesian
1450,mirror,motoring,266.1453,-12.5288,12.5288,-100.0,450.0,False,dense_cartesian
1450,mirror,regen,266.1453,192.5288,167.4712,-100.0,-450.0,False,dense_cartesian
1451,mirror,motoring,263.3913,-9.4623,9.4623,-75.0,450.0,False,dense_cartesian
1451,mirror,regen,263.3913,189.4623,170.5377,-75.0,-450.0,False,dense_cartesian
1452,mirror,motoring,261.4065,-6.3402,6.3402,-50.0,450.0,False,dense_cartesian
1452,mirror,regen,261.4065,186.3402,173.6598,-50.0,-450.0,False,dense_cartesian
1453,mirror,motoring,260.2082,-3.1798,3.1798,-25.0,450.0,False,dense_cartesian
1453,mirror,regen,260.2082,183.1798,176.8202,-25.0,-450.0,False,dense_cartesian
1454,mirror,motoring,259.8076,0.0,0.0,0.0,450.0,False,dense_cartesian
1454,mirror,regen,259.8076,180.0,180.0,0.0,-450.0,False,dense_cartesian
1455,mirror,motoring,260.2082,3.1798,-3.1798,25.0,450.0,False,dense_cartesian
1455,mirror,regen,260.2082,176.8202,183.1798,25.0,-450.0,False,dense_cartesian
1456,mirror,motoring,261.4065,6.3402,-6.3402,50.0,450.0,False,dense_cartesian
1456,mirror,regen,261.4065,173.6598,186.3402,50.0,-450.0,False,dense_cartesian
1457,mirror,motoring,263.3913,9.4623,-9.4623,75.0,450.0,False,dense_cartesian
1457,mirror,regen,263.3913,170.5377,189.4623,75.0,-450.0,False,dense_cartesian
1458,mirror,motoring,266.1453,12.5288,-12.5288,100.0,450.0,False,dense_cartesian
1458,mirror,regen,266.1453,167.4712,192.5288,100.0,-450.0,False,dense_cartesian
1459,mirror,motoring,269.6448,15.5241,-15.5241,125.0,450.0,False,dense_cartesian
1459,mirror,regen,269.6448,164.4759,195.5241,125.0,-450.0,False,dense_cartesian
1460,mirror,motoring,273.8613,18.4349,-18.4349,150.0,450.0,False,dense_cartesian
1460,mirror,regen,273.8613,161.5651,198.4349,150.0,-450.0,False,dense_cartesian
1461,mirror,motoring,278.7621,21.2505,-21.2505,175.0,450.0,False,dense_cartesian
1461,mirror,regen,278.7621,158.7495,201.2505,175.0,-450.0,False,dense_cartesian
1462,mirror,motoring,284.312,23.9625,-23.9625,200.0,450.0,False,dense_cartesian
1462,mirror,regen,284.312,156.0375,203.9625,200.0,-450.0,False,dense_cartesian
1463,mirror,motoring,290.4738,26.5651,-26.5651,225.0,450.0,False,dense_cartesian
1463,mirror,regen,290.4738,153.4349,206.5651,225.0,-450.0,False,dense_cartesian
1464,mirror,motoring,297.2092,29.0546,-29.0546,250.0,450.0,False,dense_cartesian
1464,mirror,regen,297.2092,150.9454,209.0546,250.0,-450.0,False,dense_cartesian
1465,mirror,motoring,304.4804,31.4296,-31.4296,275.0,450.0,False,dense_cartesian
1465,mirror,regen,304.4804,148.5704,211.4296,275.0,-450.0,False,dense_cartesian
1466,mirror,motoring,312.2499,33.6901,-33.6901,300.0,450.0,False,dense_cartesian
1466,mirror,regen,312.2499,146.3099,213.6901,300.0,-450.0,False,dense_cartesian
1467,mirror,motoring,320.4814,35.8377,-35.8377,325.0,450.0,False,dense_cartesian
1467,mirror,regen,320.4814,144.1623,215.8377,325.0,-450.0,False,dense_cartesian
1468,mirror,motoring,329.1403,37.875,-37.875,350.0,450.0,False,dense_cartesian
1468,mirror,regen,329.1403,142.125,217.875,350.0,-450.0,False,dense_cartesian
1469,mirror,motoring,338.1937,39.8056,-39.8056,375.0,450.0,False,dense_cartesian
1469,mirror,regen,338.1937,140.1944,219.8056,375.0,-450.0,False,dense_cartesian
1470,mirror,motoring,347.6109,41.6335,-41.6335,400.0,450.0,False,dense_cartesian
1470,mirror,regen,347.6109,138.3665,221.6335,400.0,-450.0,False,dense_cartesian
1471,mirror,motoring,357.363,43.3634,-43.3634,425.0,450.0,False,dense_cartesian
1471,mirror,regen,357.363,136.6366,223.3634,425.0,-450.0,False,dense_cartesian
1472,mirror,motoring,367.4235,45.0,-45.0,450.0,450.0,False,dense_cartesian
1472,mirror,regen,367.4235,135.0,225.0,450.0,-450.0,False,dense_cartesian
1473,mirror,motoring,377.7676,46.5482,-46.5482,475.0,450.0,False,dense_cartesian
1473,mirror,regen,377.7676,133.4518,226.5482,475.0,-450.0,False,dense_cartesian
1474,mirror,motoring,388.3727,48.0128,-48.0128,500.0,450.0,False,dense_cartesian
1474,mirror,regen,388.3727,131.9872,228.0128,500.0,-450.0,False,dense_cartesian
1475,mirror,motoring,399.218,49.3987,-49.3987,525.0,450.0,False,dense_cartesian
1475,mirror,regen,399.218,130.6013,229.3987,525.0,-450.0,False,dense_cartesian
1476,mirror,motoring,410.2845,50.7106,-50.7106,550.0,450.0,False,dense_cartesian
1476,mirror,regen,410.2845,129.2894,230.7106,550.0,-450.0,False,dense_cartesian
1477,mirror,motoring,421.5547,51.953,-51.953,575.0,450.0,False,dense_cartesian
1477,mirror,regen,421.5547,128.047,231.953,575.0,-450.0,False,dense_cartesian
1478,mirror,motoring,433.0127,53.1301,-53.1301,600.0,450.0,False,dense_cartesian
1478,mirror,regen,433.0127,126.8699,233.1301,600.0,-450.0,False,dense_cartesian
1479,mirror,motoring,444.6441,54.2461,-54.2461,625.0,450.0,False,dense_cartesian
1479,mirror,regen,444.6441,125.7539,234.2461,625.0,-450.0,False,dense_cartesian
1480,mirror,motoring,456.4355,55.3048,-55.3048,650.0,450.0,False,dense_cartesian
